age,income,employment_status,credit_score,deposit_amount,property_value,loan_amount,loan_to_value_ratio,first_home_buyer,loan_approved,PD,loan_prediction,EAD,LGD,ECL
22,109553.0,Self-employed,611.0,48929.0,658325,609396,0.93,True,0,0.001200526223138188,0,548456.4,0.6,395.06177426878037
29,60807.0,Self-employed,644.0,62718.0,628093,565375,0.9,True,0,0.04742725880459577,0,508837.5,0.6,14479.6606811901
39,118451.0,Full-time,665.0,66904.0,627332,560428,0.89,True,1,0.2346547288662506,0,504385.2,0.6,71013.82341008975
27,93380.0,Self-employed,640.0,62922.0,578294,515372,0.89,True,0,0.10123708711159601,0,463834.8,0.6,28174.370431793828
34,70899.0,Part-time,766.0,44704.0,502673,457969,0.91,True,0,0.37298274547204524,1,412172.10000000003,0.6,92239.84887898703
36,83884.0,Full-time,637.0,63095.0,510277,447182,0.88,True,0,0.18331845921748788,0,402463.8,0.6,44267.42622408912
26,96166.0,Full-time,652.0,81932.0,656748,574816,0.88,True,1,0.4041163865210849,1,517334.4,0.6,125437.98501063211
31,86520.0,Part-time,690.0,66729.0,601556,534827,0.89,True,1,0.37188896203181954,1,481344.3,0.6,107403.97926415964
25,66586.0,Part-time,660.0,56444.0,566088,509644,0.9,True,0,0.06453554120794655,0,458679.60000000003,0.6,17760.681736226667
30,88387.0,Part-time,695.0,71248.0,575584,504336,0.88,True,1,0.6444057983949159,1,453902.4,0.6,175498.40307922108
24,56725.0,Full-time,663.0,64189.0,683752,619563,0.91,True,0,0.0396317097463561,0,557606.7000000001,0.6,13259.344132214079
41,82775.0,Full-time,675.0,45736.0,573180,527444,0.92,True,0,0.016205235579699072,0,474699.60000000003,0.6,4615.571308553351
23,66921.0,Part-time,653.0,64777.0,492714,427937,0.87,True,1,0.45261205808657473,1,385143.3,0.6,104592.30100275304
32,109721.0,Full-time,696.0,50506.0,583609,533103,0.91,True,0,0.08434182663521171,0,479792.7,0.6,24279.955634544087
40,106826.0,Full-time,767.0,62839.0,602511,539672,0.9,True,0,0.7364782248156725,1,485704.8,0.6,214626.6053330707
23,97182.0,Full-time,680.0,64458.0,728606,664148,0.91,True,0,0.07616194947106847,0,597733.2000000001,0.6,27314.715465348043
38,63153.0,Self-employed,691.0,42161.0,598355,556194,0.93,True,0,0.009913584822218914,0,500574.60000000003,0.6,2977.4932541689827
32,78671.0,Full-time,714.0,75809.0,623134,547325,0.88,True,1,0.7851783782221666,1,492592.5,0.6,232063.78816464156
34,87834.0,Full-time,765.0,49429.0,582426,532997,0.92,True,0,0.2399388629218187,0,479697.3,0.6,69058.81482519992
33,131386.0,Full-time,690.0,36936.0,648762,611826,0.94,True,0,0.004691040408747337,0,550643.4,0.6,1549.854264126014
32,88840.0,Part-time,643.0,53310.0,616067,562757,0.91,True,0,0.017382574155233158,0,506481.3,0.6,5282.369253293335
32,87670.0,Full-time,718.0,54553.0,603302,548749,0.91,True,0,0.16091269842805825,0,493874.10000000003,0.6,47682.36846883721
35,81950.0,Full-time,707.0,29888.0,682972,653084,0.96,True,0,0.0010502775442292104,0,587775.6,0.6,370.39650823551034
24,104134.0,Part-time,667.0,55415.0,718245,662830,0.92,True,0,0.018458280545599566,0,596547.0,0.6,6606.7391307814705
44,69280.0,Full-time,740.0,69504.0,520512,451008,0.87,True,1,0.9365109144789817,1,405907.2,0.6,228081.91383936175
20,58375.0,Full-time,687.0,49527.0,610873,561346,0.92,True,0,0.024062746929964858,0,505211.4,0.6,7294.064438599949
31,48275.0,Full-time,581.0,85180.0,606757,521577,0.86,True,0,0.2569341975201944,0,469419.3,0.6,72365.92268759484
33,62932.0,Self-employed,670.0,79667.0,676503,596836,0.88,True,1,0.49504950394000435,1,537152.4,0.6,159550.2174961097
28,41942.0,Full-time,695.0,56635.0,785973,729338,0.93,True,0,0.01623006825637861,0,656404.2000000001,0.6,6392.0909818641585
30,92771.0,Part-time,677.0,72893.0,598639,525746,0.88,True,1,0.5246681642923202,1,473171.4,0.6,148954.78190017628
29,134859.0,Full-time,740.0,61197.0,640401,579204,0.9,True,0,0.5586137644839352,1,521283.60000000003,0.6,174717.71649584273
28,84878.0,Full-time,582.0,77093.0,606761,529668,0.87,True,0,0.12339063428052476,0,476701.2,0.6,35292.27805817237
37,101769.0,Part-time,687.0,54189.0,542913,488724,0.9,True,0,0.14586345266563033,0,439851.60000000003,0.6,38494.96382190106
34,86636.0,Self-employed,589.0,43520.0,454339,410819,0.9,True,0,0.0053399720517842255,0,369737.10000000003,0.6,1184.6314683046496
27,83022.0,Self-employed,717.0,81307.0,543538,462231,0.85,True,1,0.9823494729844383,1,416007.9,0.6,245199.08479341774
36,90347.0,Part-time,636.0,78521.0,590791,512270,0.87,True,0,0.44906576107176777,1,461043.0,0.6,124223.1754090866
35,91433.0,Full-time,743.0,44520.0,572326,527806,0.92,True,0,0.12107482026659032,0,475025.4,0.6,34508.168956239104
27,71638.0,Full-time,732.0,68932.0,671132,602200,0.9,True,0,0.4977509447310785,1,541980.0,0.6,161862.63421520995
28,104840.0,Full-time,709.0,51151.0,510259,459108,0.9,True,0,0.23827888235763314,0,413197.2,0.6,59073.70020558205
36,81500.0,Part-time,673.0,58017.0,538650,480633,0.89,True,1,0.20617299812489767,0,432569.7,0.6,53510.515168192534
35,69885.0,Full-time,708.0,61084.0,605445,544361,0.9,True,0,0.2663996579999703,0,489924.9,0.6,78309.49548340178
31,95730.0,Full-time,644.0,37496.0,682301,644805,0.95,True,0,0.0004404686866162912,0,580324.5,0.6,153.3688621957535
32,67030.0,Self-employed,722.0,48317.0,640134,591817,0.92,True,0,0.06835677814370453,0,532635.3,0.6,21845.539820163303
39,85563.0,Full-time,762.0,80266.0,619866,539600,0.87,True,1,0.9776475002039787,1,485640.0,0.6,284870.83919943613
28,84817.0,Full-time,733.0,73292.0,606249,532957,0.88,True,1,0.862385581056168,1,479661.3,0.6,248191.79334639414
35,106717.0,Full-time,643.0,59060.0,632018,572958,0.91,True,0,0.02214326030251743,0,515662.2,0.6,6851.0653936612825
30,94493.0,Full-time,698.0,63646.0,616132,552486,0.9,True,0,0.23977546048273984,0,497237.4,0.6,71535.19593254419
30,84499.0,Full-time,615.0,55586.0,517602,462016,0.89,True,0,0.038072594581170786,0,415814.4,0.6,9498.679843327669
38,101355.0,Full-time,708.0,80348.0,603686,523338,0.87,True,1,0.8955482247667971,1,471004.2,0.6,253084.18510062326
36,112804.0,Contract,702.0,56994.0,514104,457110,0.89,True,1,0.41216617143374545,1,411399.0,0.6,101738.85045700287
36,96156.0,Full-time,586.0,63477.0,606486,543009,0.9,True,0,0.009373633028725173,0,488708.10000000003,0.6,2748.582232539315
32,58763.0,Full-time,665.0,48339.0,803150,754811,0.94,True,0,0.0023416376964400334,0,679329.9,0.6,954.4467012953029
36,63697.0,Full-time,664.0,83381.0,596808,513427,0.86,True,1,0.8232601750844132,1,462084.3,0.6,228249.3610330551
30,78895.0,Full-time,619.0,37043.0,487660,450617,0.92,True,0,0.002136177627971759,0,405555.3,0.6,519.8028952592251
33,72809.0,Full-time,699.0,84444.0,589265,504821,0.86,True,1,0.9371459064733988,1,454338.9,0.6,255469.10417197613
31,81260.0,Part-time,692.0,54409.0,641548,587139,0.92,True,0,0.035307959965012174,0,528425.1,0.6,11194.567365184532
32,86132.0,Full-time,670.0,56359.0,733869,677510,0.92,True,0,0.01950522951330017,0,609759.0,0.6,7136.093545680238
35,95593.0,Full-time,642.0,31649.0,552843,521194,0.94,True,0,0.0007764745328117618,0,469074.60000000003,0.6,218.53468853331844
27,83590.0,Contract,732.0,53178.0,473405,420227,0.89,True,1,0.5880143119164769,1,378204.3,0.6,133433.72473701168
44,94730.0,Self-employed,762.0,44402.0,665346,620944,0.93,True,0,0.10045288781634881,0,558849.6,0.6,33682.833705006844
25,86289.0,Contract,655.0,50885.0,489552,438667,0.9,True,0,0.05064727647536006,0,394800.3,0.6,11997.335967993056
24,45490.0,Full-time,649.0,57940.0,565107,507167,0.9,True,0,0.04520475395796457,0,456450.3,0.6,12380.234103323468
38,66213.0,Part-time,704.0,74366.0,579390,505024,0.87,True,1,0.8461513467351617,1,454521.60000000003,0.6,230756.43837613228
36,82118.0,Full-time,662.0,63114.0,594429,531315,0.89,True,1,0.1778959124833798,0,478183.5,0.6,51040.13404019774
35,96998.0,Full-time,716.0,43567.0,545309,501742,0.92,True,0,0.05536304655519315,0,451567.8,0.6,15000.101480535688
31,115615.0,Full-time,584.0,46788.0,578101,531313,0.92,True,0,0.0011123201370755694,0,478181.7,0.6,319.13468045461724
26,109375.0,Full-time,745.0,86980.0,598858,511878,0.85,True,1,0.9943600927978405,1,460690.2,0.6,274855.17001383344
27,114814.0,Contract,659.0,84843.0,607826,522983,0.86,True,1,0.8346368442642143,1,470684.7,0.6,235710.47559086903
31,78258.0,Full-time,678.0,60034.0,667507,607473,0.91,True,0,0.059099870935150234,0,546725.7000000001,0.6,19386.8509841578
27,72731.0,Full-time,593.0,76055.0,631410,555355,0.88,True,0,0.07532096758226302,0,499819.5,0.6,22588.133013889743
30,78950.0,Self-employed,754.0,79078.0,636286,557208,0.88,True,1,0.9341464776910035,1,501487.2,0.6,281077.50089227426
34,77236.0,Full-time,682.0,58337.0,473422,415085,0.88,True,1,0.4356922996974658,1,373576.5,0.6,97658.6426387582
27,88211.0,Contract,727.0,59161.0,638360,579199,0.91,True,0,0.2273657123629944,0,521279.10000000003,0.6,71112.59634686436
33,85060.0,Contract,628.0,65069.0,658315,593246,0.9,True,0,0.0343317936052188,0,533921.4,0.6,10998.287583725682
33,93738.0,Full-time,703.0,73369.0,544611,471242,0.87,True,1,0.8513282353625846,1,424117.8,0.6,216638.07495591693
28,108812.0,Part-time,666.0,60063.0,547276,487213,0.89,True,1,0.1976255621508347,0,438491.7,0.6,51994.3012265851
29,103991.0,Part-time,722.0,69283.0,554071,484788,0.87,True,1,0.9046854319210533,1,436309.2,0.6,236833.54623187755
33,55302.0,Part-time,573.0,84575.0,642913,558338,0.87,True,0,0.10728916081134074,0,502504.2,0.6,32347.952353304478
23,33921.0,Full-time,675.0,65719.0,682710,616991,0.9,True,0,0.11551114791882527,0,555291.9,0.6,38485.44287941532
23,103686.0,Contract,649.0,64674.0,567403,502729,0.89,True,0,0.14084255286039393,0,452456.10000000003,0.6,38235.04330875461
33,61597.0,Full-time,644.0,65825.0,590057,524232,0.89,True,0,0.1104507642495921,0,471808.8,0.6,31266.98552380977
40,48960.0,Full-time,644.0,58577.0,583089,524512,0.9,True,0,0.040157675587276044,0,472060.8,0.6,11374.118678321998
37,95829.0,Full-time,674.0,52278.0,659728,607450,0.92,True,0,0.020159864127646067,0,546705.0,0.6,6612.899110742846
31,100183.0,Part-time,635.0,63652.0,626046,562394,0.9,True,0,0.04288521782326989,0,506154.60000000003,0.6,13023.930163950028
31,73469.0,Full-time,722.0,59093.0,782066,722973,0.92,True,0,0.09529709772537506,0,650675.7000000001,0.6,37204.5034622561
25,33179.0,Full-time,661.0,76916.0,531822,454906,0.86,True,1,0.7554846417983805,1,409415.4,0.6,185584.22808944443
31,74075.0,Full-time,534.0,61291.0,641448,580157,0.9,True,0,0.0015940321097064768,0,522141.3,0.6,499.38599880232937
30,92836.0,Full-time,661.0,48796.0,557663,508867,0.91,True,0,0.02666148812435499,0,457980.3,0.6,7326.2617977831205
33,55421.0,Self-employed,628.0,74852.0,530457,455605,0.86,True,0,0.5282485804917074,1,410044.5,0.6,129963.25503805916
27,88667.0,Full-time,598.0,56743.0,599130,542387,0.91,True,0,0.004786733918066523,0,488148.3,0.6,1401.9816147939073
35,84693.0,Full-time,618.0,67898.0,610988,543090,0.89,True,0,0.06013630546475475,0,488781.0,0.6,17636.090112820973
41,96585.0,Full-time,685.0,52838.0,833453,780615,0.94,True,0,0.005789227776936789,0,702553.5,0.6,2440.3453421904965
31,87391.0,Full-time,746.0,50252.0,585268,535016,0.91,True,0,0.2869274434930019,1,481514.4,0.6,82895.81747824003
34,65538.0,Full-time,695.0,61262.0,509585,448323,0.88,True,1,0.5489304060348597,1,403490.7,0.6,132892.98826937383
36,108931.0,Part-time,649.0,60192.0,621840,561648,0.9,True,0,0.06050323926114295,0,505483.2,0.6,18350.022595252904
29,81829.0,Self-employed,702.0,67197.0,434028,366831,0.85,True,1,0.9570166490879886,1,330147.9,0.6,189574.22217686183
32,66334.0,Part-time,645.0,32454.0,601282,568828,0.95,True,0,0.0003477389048954353,0,511945.2,0.6,106.81395792868476
32,76134.0,Part-time,622.0,53508.0,663568,610060,0.92,True,0,0.0038830822338134074,0,549054.0,0.6,1279.213099682512
27,67303.0,Contract,592.0,71907.0,677889,605982,0.89,True,0,0.02923350458614992,0,545383.8,0.6,9566.087891107123
32,81541.0,Full-time,660.0,55539.0,559714,504175,0.9,True,0,0.06621861508332452,0,453757.5,0.6,18028.315940202974
34,119234.0,Full-time,687.0,56304.0,587950,531646,0.9,True,0,0.16302407827609763,0,478481.4,0.6,46802.39352435407
40,57561.0,Full-time,675.0,74795.0,538710,463915,0.86,True,1,0.8307852656989377,1,417523.5,0.6,208123.42312983025
37,52728.0,Part-time,659.0,49320.0,509754,460434,0.9,True,0,0.048333850429404614,0,414390.60000000003,0.6,12017.455967850741
44,114423.0,Contract,632.0,36857.0,624791,587934,0.94,True,0,0.0007170637213222291,0,529140.6,0.6,227.65651664320626
37,71618.0,Full-time,614.0,52737.0,566829,514092,0.91,True,0,0.006527096873631166,0,462682.8,0.6,1811.9852744177483
33,105798.0,Self-employed,718.0,45506.0,520386,474880,0.91,True,0,0.13388003809274504,0,427392.0,0.6,34331.55434432069
45,72887.0,Contract,629.0,57369.0,643974,586605,0.91,True,0,0.01206073381118487,0,527944.5,0.6,3820.438848947454
26,98558.0,Part-time,606.0,59860.0,495872,436012,0.88,True,0,0.07506825319492874,0,392410.8,0.6,17674.555974494724
28,75241.0,Full-time,654.0,64604.0,451758,387154,0.86,True,1,0.6638328905218689,1,348438.60000000003,0.6,138783.00180443597
19,128146.0,Full-time,728.0,87201.0,590009,502808,0.85,True,1,0.9911366664801032,1,452527.2,0.6,269109.780299745
27,99841.0,Full-time,728.0,64175.0,617492,553317,0.9,True,0,0.4556522729996871,1,497985.3,0.6,136144.88031925863
32,90985.0,Full-time,706.0,52361.0,564294,511933,0.91,True,0,0.11070883459593746,0,460739.7,0.6,30604.773143449107
34,111034.0,Part-time,624.0,47304.0,583948,536644,0.92,True,0,0.003878220639538525,0,482979.60000000003,0.6,1123.8608719176366
43,116230.0,Full-time,663.0,51226.0,629400,578174,0.92,True,0,0.014995719948195395,0,520356.60000000003,0.6,4681.873108077079
26,94199.0,Self-employed,620.0,95236.0,570484,475248,0.83,True,0,0.9563389160520152,1,427723.2,0.6,245429.00487497958
24,125267.0,Full-time,724.0,53750.0,526561,472811,0.9,True,0,0.36943582643758854,1,425529.9,0.6,94323.59416824265
42,87730.0,Part-time,771.0,59053.0,738493,679440,0.92,True,0,0.33982996769423895,1,611496.0,0.6,124682.7995550938
39,77693.0,Full-time,659.0,65936.0,549167,483231,0.88,True,1,0.3231766046287371,1,434907.9,0.6,84331.23506892861
29,88693.0,Part-time,715.0,63953.0,596696,532743,0.89,True,1,0.544868883432363,1,479468.7,0.6,156748.54512585996
21,58057.0,Part-time,794.0,79261.0,644481,565220,0.88,True,1,0.9788037245209458,1,508698.0,0.6,298749.2982338136
40,65567.0,Full-time,649.0,23604.0,552697,529093,0.96,True,0,0.00013206673581374472,0,476183.7,0.6,37.732816144026884
31,109008.0,Full-time,603.0,24196.0,452274,428078,0.95,True,0,8.454206756730385e-05,0,385270.2,0.6,19.5429235680412
39,71862.0,Full-time,585.0,52561.0,565707,513146,0.91,True,0,0.002630299444115458,0,461831.4,0.6,728.8529248170382
22,64061.0,Full-time,715.0,76459.0,682355,605896,0.89,True,1,0.6176590655966353,1,545306.4,0.6,202088.06489271903
32,108714.0,Contract,661.0,14885.0,532285,517400,0.97,True,0,7.623073841378915e-05,0,465660.0,0.6,21.298563389859034
35,69864.0,Full-time,701.0,43646.0,559187,515541,0.92,True,0,0.03212173731785606,0,463986.9,0.6,8942.439192435808
31,115026.0,Part-time,743.0,45453.0,661660,616207,0.93,True,0,0.06425760207021113,0,554586.3,0.6,21381.83146739444
32,78546.0,Part-time,632.0,61658.0,790537,728879,0.92,True,0,0.0068968251406128795,0,655991.1,0.6,2714.5535462989783
35,79983.0,Contract,646.0,50605.0,666178,615573,0.92,True,0,0.007598441437287961,0,554015.7000000001,0.6,2525.793511072858
36,111563.0,Full-time,641.0,67410.0,692787,625377,0.9,True,0,0.0596783243333759,0,562839.3,0.6,20153.583775782157
25,96124.0,Contract,721.0,17180.0,559522,542342,0.97,True,0,0.0005113994264253527,0,488107.8,0.6,149.77082937224444
22,94117.0,Full-time,725.0,47147.0,517930,470783,0.91,True,0,0.16244873847136285,0,423704.7,0.6,41298.17639963235
39,128300.0,Full-time,702.0,43109.0,604986,561877,0.93,True,0,0.01823110686520546,0,505689.3,0.6,5531.565401334566
33,72129.0,Full-time,739.0,56154.0,608573,552419,0.91,True,0,0.26859905297709846,0,497177.10000000003,0.6,80124.77893314011
27,103556.0,Self-employed,621.0,51929.0,513718,461789,0.9,True,0,0.019871054822657747,0,415610.10000000003,0.6,4955.166649170161
41,86140.0,Contract,763.0,71967.0,585976,514009,0.88,True,1,0.9392425103256985,1,462608.10000000003,0.6,260700.71588460106
32,90371.0,Part-time,756.0,32109.0,631945,599836,0.95,True,0,0.01202643237618241,0,539852.4,0.6,3895.499029031866
39,115569.0,Part-time,716.0,60682.0,628831,568149,0.9,True,0,0.3533640238013556,1,511334.10000000003,0.6,108412.24504970685
32,95156.0,Full-time,769.0,68375.0,640343,571968,0.89,True,1,0.8842918243526756,1,514771.2,0.6,273124.7781433296
44,95765.0,Self-employed,597.0,87849.0,623277,535428,0.86,True,0,0.4256044417533241,1,481885.2,0.6,123055.48892111336
42,106450.0,Full-time,653.0,52773.0,559439,506666,0.91,True,0,0.02478086178166974,0,455999.4,0.6,6780.0348623546
30,77700.0,Full-time,643.0,64866.0,558887,494021,0.88,True,0,0.21861346050059305,0,444618.9,0.6,58319.80579978028
37,68215.0,Full-time,716.0,32942.0,504083,471141,0.93,True,0,0.01645034921733607,0,424026.9,0.6,4185.234349526664
35,64103.0,Part-time,627.0,24120.0,742782,718662,0.97,True,0,2.9713058503653007e-05,0,646795.8,0.6,11.53096886719023
26,126124.0,Full-time,748.0,59916.0,582011,522095,0.9,True,0,0.6018785440882924,1,469885.5,0.6,169688.40037691957
36,62935.0,Full-time,714.0,77677.0,525696,448019,0.85,True,1,0.9767165872023776,1,403217.10000000003,0.6,236297.2978881839
38,80574.0,Contract,694.0,39398.0,834852,795454,0.95,True,0,0.0021110124450254048,0,715908.6,0.6,906.7751784604287
19,101314.0,Self-employed,742.0,66295.0,633266,566971,0.9,True,0,0.5823633223795114,1,510273.9,0.6,178298.88223653033
30,102209.0,Full-time,718.0,64148.0,648017,583869,0.9,True,0,0.38153956248943766,1,525482.1,0.6,120295.32631801855
36,73338.0,Full-time,678.0,60128.0,676634,616506,0.91,True,0,0.05824690503055815,0,554855.4,0.6,19391.165873695412
41,81657.0,Part-time,659.0,36436.0,744608,708172,0.95,True,0,0.0006465051033941629,0,637354.8,0.6,247.23187852365965
32,90651.0,Contract,578.0,80333.0,640492,560159,0.87,True,0,0.12315252317060295,0,504143.10000000003,0.6,37251.89688242976
41,80026.0,Full-time,626.0,50837.0,515517,464680,0.9,True,0,0.020552933498105497,0,418212.0,0.6,5157.290054465818
21,94819.0,Full-time,615.0,36554.0,624626,588072,0.94,True,0,0.00038774730776701047,0,529264.8,0.6,123.13260077750715
31,99697.0,Full-time,689.0,42308.0,765458,723150,0.94,True,0,0.004778282310369613,0,650835.0,0.6,1865.9240204816442
34,98257.0,Part-time,730.0,81526.0,488175,406649,0.83,True,1,0.9978002254664883,1,365984.10000000003,0.6,219107.4104982899
19,88620.0,Full-time,689.0,81799.0,614393,532594,0.87,True,1,0.8251375358649541,1,479334.60000000003,0.6,237310.18241928806
31,59063.0,Contract,726.0,58826.0,667026,608200,0.91,True,0,0.2019751527949659,0,547380.0,0.6,66334.29548214505
24,92993.0,Full-time,680.0,32371.0,591840,559469,0.95,True,0,0.0011456961414612198,0,503522.10000000003,0.6,346.1299962662703
36,71972.0,Full-time,823.0,73381.0,532605,459224,0.86,True,1,0.998045401555099,1,413301.60000000003,0.6,247496.25680121896
34,74427.0,Full-time,596.0,51151.0,660069,608918,0.92,True,0,0.0015912030917707395,0,548026.2000000001,0.6,523.2125902868219
26,96727.0,Contract,732.0,70480.0,652354,581874,0.89,True,1,0.7204735743012662,1,523686.60000000003,0.6,226381.41390940652
28,109765.0,Full-time,671.0,60378.0,677764,617386,0.91,True,0,0.05425423879625911,0,555647.4,0.6,18087.736035672304
31,91176.0,Full-time,702.0,62464.0,552014,489550,0.89,True,1,0.4342542363838806,1,440595.0,0.6,114798.14716773352
26,89815.0,Part-time,691.0,67394.0,665549,598155,0.9,True,0,0.21870796354186645,0,538339.5,0.6,70643.48144348797
35,137033.0,Part-time,587.0,59137.0,633911,574774,0.91,True,0,0.004382092316246359,0,517296.60000000003,0.6,1360.1048736482196
27,49784.0,Part-time,694.0,63160.0,556914,493754,0.89,True,1,0.343452435977205,1,444378.60000000003,0.6,91573.74759968401
25,92623.0,Contract,732.0,43625.0,481361,437736,0.91,True,0,0.17699980427780637,0,393962.4,0.6,41838.76061568892
28,110795.0,Self-employed,698.0,63507.0,534585,471078,0.88,True,1,0.6294284363881316,1,423970.2,0.6,160115.34003669806
32,60514.0,Full-time,644.0,81367.0,540904,459537,0.85,True,0,0.8390037404145954,1,413583.3,0.6,208198.761403807
33,67989.0,Full-time,751.0,46683.0,761807,715124,0.94,True,0,0.032966833154718156,0,643611.6,0.6,12730.701740184719
31,73389.0,Full-time,668.0,74964.0,700203,625239,0.89,True,1,0.2681132581133335,0,562715.1,0.6,90522.82731034214
30,96771.0,Full-time,682.0,55698.0,537678,481980,0.9,True,0,0.13062816893795595,0,433782.0,0.6,33998.48902694665
35,118398.0,Part-time,634.0,71392.0,621793,550401,0.89,True,0,0.11788178514711208,0,495360.9,0.6,35036.41631044804
36,92893.0,Full-time,738.0,55623.0,633397,577774,0.91,True,0,0.2744648048895934,0,519996.60000000003,0.6,85632.45921735118
28,61082.0,Part-time,713.0,59102.0,695286,636184,0.91,True,0,0.14617541014872568,0,572565.6,0.6,50217.006850230726
28,93892.0,Full-time,777.0,67403.0,534511,467108,0.87,True,1,0.9796911406943764,1,420397.2,0.6,247115.64744763312
30,108932.0,Full-time,636.0,64363.0,687368,623005,0.91,True,0,0.02119304818788338,0,560704.5,0.6,7129.822492597835
18,72804.0,Part-time,661.0,30067.0,556167,526100,0.95,True,0,0.0005455155761962147,0,473490.0,0.6,154.97770210388742
22,82319.0,Full-time,691.0,43181.0,493131,449950,0.91,True,0,0.05349427997746396,0,404955.0,0.6,12997.665688964351
40,85293.0,Full-time,712.0,73941.0,657930,583989,0.89,True,1,0.5953571819662579,1,525590.1,0.6,187748.3044832182
41,69302.0,Part-time,669.0,58017.0,703260,645243,0.92,True,0,0.018712769799024285,0,580718.7000000001,0.6,6520.113210653187
30,97965.0,Full-time,636.0,52144.0,807032,754888,0.94,True,0,0.0012330396611956755,0,679399.2000000001,0.6,502.6356956307678
35,82581.0,Full-time,724.0,39621.0,504021,464400,0.92,True,0,0.05930977562663446,0,417960.0,0.6,14873.468292544883
33,93390.0,Full-time,716.0,43803.0,655913,612110,0.93,True,0,0.02517191943998325,0,550899.0,0.6,8320.311148540399
50,67250.0,Self-employed,634.0,29673.0,567215,537542,0.95,True,0,0.0002266497509111647,0,483787.8,0.6,65.79023061831622
38,76250.0,Part-time,747.0,58480.0,662668,604188,0.91,True,0,0.3400770757246516,1,543769.2000000001,0.6,110954.06364307995
26,77543.0,Part-time,686.0,45501.0,498978,453477,0.91,True,0,0.048569747790410484,0,408129.3,0.6,11893.642300126066
22,119539.0,Full-time,683.0,58978.0,537930,478952,0.89,True,1,0.29677250538680416,1,431056.8,0.6,76755.48390001114
33,77007.0,Full-time,707.0,65459.0,606317,540858,0.89,True,1,0.4832373337222836,1,486772.2,0.6,141135.9000348781
27,89493.0,Part-time,636.0,91397.0,548713,457316,0.83,True,0,0.9692276131966125,1,411584.4,0.6,239351.3793845759
23,103651.0,Full-time,681.0,37321.0,652724,615403,0.94,True,0,0.003233839031320616,0,553862.7000000001,0.6,1074.6616903515726
28,56632.0,Full-time,572.0,77390.0,682151,604761,0.89,True,0,0.018035044171149223,0,544284.9,0.6,5889.721327913723
25,49783.0,Full-time,723.0,74596.0,647966,573370,0.88,True,1,0.8072110381945262,1,516033.0,0.6,249928.52020358157
42,54486.0,Full-time,601.0,48313.0,729503,681190,0.93,True,0,0.0007011660864926011,0,613071.0,0.6,257.91875628726325
37,110251.0,Self-employed,755.0,63048.0,633266,570218,0.9,True,0,0.6617926228040044,1,513196.2,0.6,203777.67552662906
31,73962.0,Full-time,663.0,53135.0,502648,449513,0.89,True,1,0.1367669112640643,0,404561.7,0.6,33198.3924748434
40,136163.0,Full-time,669.0,62785.0,709070,646285,0.91,True,0,0.06026366954999731,0,581656.5,0.6,21031.653064564805
32,73715.0,Full-time,648.0,82636.0,551587,468951,0.85,True,0,0.8659003923557633,1,422055.9,0.6,219275.0216436389
26,88691.0,Self-employed,665.0,69084.0,672833,603749,0.9,True,0,0.11519860013678448,0,543374.1,0.6,37557.561402351086
35,125121.0,Full-time,555.0,53545.0,636535,582990,0.92,True,0,0.000574638259104394,0,524691.0,0.6,180.90451368464616
25,126230.0,Part-time,743.0,37739.0,480307,442568,0.92,True,0,0.11258142416173368,0,398311.2,0.6,26905.46529334148
26,105481.0,Full-time,619.0,78099.0,705819,627720,0.89,True,0,0.08943243740330446,0,564948.0,0.6,30314.805987673226
23,96850.0,Full-time,626.0,37092.0,586470,549378,0.94,True,0,0.000560654505685325,0,494440.2,0.6,166.32607555317193
37,100567.0,Full-time,763.0,44173.0,606365,562192,0.93,True,0,0.10468277257459097,0,505972.8,0.6,31779.981330797396
43,73976.0,Full-time,632.0,61894.0,660705,598811,0.91,True,0,0.015278532265665102,0,538929.9,0.6,4940.434719649
23,68636.0,Full-time,622.0,45230.0,655705,610475,0.93,True,0,0.0012948021559474694,0,549427.5,0.6,426.8399469220969
35,84932.0,Full-time,736.0,48112.0,622303,574191,0.92,True,0,0.10781164738848001,0,516771.9,0.6,33428.41791784491
28,81596.0,Full-time,696.0,53646.0,583306,529660,0.91,True,0,0.08382109580366533,0,476694.0,0.6,23974.208065819465
29,75935.0,Full-time,633.0,39515.0,574986,535471,0.93,True,0,0.001569619087234666,0,481923.9,0.6,453.86217122074225
26,104106.0,Self-employed,628.0,70551.0,644285,573734,0.89,True,0,0.09276761078197497,0,516360.60000000003,0.6,28740.92349836824
32,86768.0,Part-time,735.0,40389.0,579415,539026,0.93,True,0,0.03942224308659558,0,485123.4,0.6,11474.791561077445
27,114550.0,Full-time,733.0,36031.0,686568,650537,0.95,True,0,0.007277875666392357,0,585483.3,0.6,2556.6447972894575
33,62166.0,Full-time,706.0,50549.0,589677,539128,0.91,True,0,0.09552315727030604,0,485215.2,0.6,27809.5727157258
31,81126.0,Self-employed,698.0,70979.0,531867,460888,0.87,True,1,0.8125211063089713,1,414799.2,0.6,202219.86292804574
30,70663.0,Full-time,768.0,57046.0,539282,482236,0.89,True,1,0.8257785965720803,1,434012.4,0.6,215038.89034012822
26,47669.0,Full-time,679.0,53031.0,521700,468669,0.9,True,0,0.09479709142179528,0,421802.10000000003,0.6,23991.36734136314
28,83346.0,Full-time,620.0,60665.0,578207,517542,0.9,True,0,0.02339333454707468,0,465787.8,0.6,6537.797900007547
